Date,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,AMD,ANSS,APH,ATVI,AVGO,CA,CDNS,CRM,CSCO,CSRA,CTL,CTSH,CTXS,DXC,EA,EBAY,FB,FFIV,FIS,FISV,FLIR,GLW,GOOG,GOOGL,GPN,HPE,HPQ,IBM,INTC,INTU,IT,JNPR,KLAC,LRCX,MA,MCHP,MSFT,MSI,MU,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNPS,STX,SWKS,SYMC,T,TEL,TSS,TXN,V,VRSN,VZ,WDC,WU,XLNX,XRX
2017-12-11,171.968857,150.690002,174.309998,85.800003,117.82,233.742157,106.83000200000001,56.549999,51.526196,10.16,146.389999,89.04998,63.169998,258.238068,33.087585,43.5,104.540001,37.678959000000006,29.273515999999997,15.377482,71.384476,87.019997,95.769997,107.91999799999999,37.52,179.03999299999998,133.149994,95.41553499999999,131.830002,46.086857,32.373466,1041.099976,1051.969971,100.20991500000001,14.504999,21.160999,153.894791,43.365795,155.310257,120.010002,28.194206,103.26203199999999,185.093063,150.642822,87.009682,84.831512,91.818916,43.009997999999996,58.37471,194.539108,50.274223,68.51664,73.290001,64.62532,68.620003,126.620003,89.559998,39.87693,96.688362,29.059996,36.417648,94.66791500000001,76.49498,98.286064,112.174706,114.32,51.256195,80.69851700000001,19.353373,68.02262900000001,29.339067
2017-12-12,171.002792,152.100006,172.53999299999998,85.480003,117.050003,237.792831,106.33000200000001,57.02,50.378288,9.9,145.330002,89.479065,64.400002,256.996307,33.246421999999995,43.290001000000004,103.66999799999999,37.629329999999996,29.074171000000003,15.212759,71.274742,87.220001,94.790001,107.660004,37.439999,176.96000700000002,135.490005,93.950058,131.199997,46.744671000000004,32.443042999999996,1040.47998,1048.77002,100.129921,14.5,20.98,155.211823,43.038021,155.479858,120.650002,28.720552,102.476509,181.113113,152.260284,85.46642299999999,85.17987099999999,92.853157,41.860001000000004,57.597443000000005,190.721466,50.19453,68.208908,73.620003,64.308044,67.690002,125.75,87.58000200000001,41.502747,96.179893,28.761639000000002,37.601959,95.27552800000001,76.874359,97.88826800000001,113.26281000000002,114.370003,52.590988,81.264992,19.323643,67.32629399999999,29.487795000000002
2017-12-13,171.570496,151.419998,176.830002,85.18,117.019997,233.46279900000002,106.019997,56.66,50.667759000000004,10.11,144.759995,89.309425,64.599998,260.304352,33.117363,43.060001,103.940002,37.867554,29.781837,16.230173,71.015388,87.150002,94.949997,105.540001,37.400002,178.300003,131.0,93.970001,130.809998,47.223083,32.095158000000005,1040.609985,1051.390015,99.349998,14.32,20.85,152.409424,43.047951,156.108353,121.33000200000001,28.909243,103.281929,180.85376000000002,151.451553,86.02399399999999,84.95094300000001,93.420006,42.049999,57.577511,186.06436200000002,49.85585,68.318108,74.089996,64.347702,67.290001,126.489998,88.25,41.463337,95.571724,28.473227,37.542747,94.89701099999999,76.375175,98.315895,113.113068,113.779999,52.294369,83.11350999999999,19.19482,67.674461,29.170509000000003
2017-12-14,171.520691,151.21000700000002,175.0,85.440002,116.459999,235.747528,106.25,56.759997999999996,51.216763,10.13,144.509995,89.040001,65.029999,257.63208,32.948601000000004,43.189999,104.239998,37.619403999999996,29.60243,15.958860999999999,71.633865,87.050003,94.199997,106.41999799999999,37.599998,178.389999,130.229996,93.599998,129.899994,46.983875,31.618052000000002,1049.150024,1057.469971,99.540001,14.24,20.74,152.498535,42.968491,155.819046,120.050003,28.601378999999998,103.828804,181.641785,151.69116200000002,85.098038,84.294037,92.199997,42.240002000000004,57.168949,186.35418700000002,49.995304,67.83168,74.260002,64.149399,65.230003,126.129997,87.980003,41.325386,93.807045,28.592571000000003,37.24667,95.13606999999999,76.504959,99.69825,112.723747,114.139999,51.750565,82.129623,19.175001,67.714256,29.061441
2017-12-15,173.26358000000002,152.66000400000001,177.509995,86.690002,118.190002,239.25946000000002,108.400002,57.759997999999996,52.444527,10.29,148.029999,89.129997,66.730003,263.980011,33.464817,43.68,105.480003,37.907253000000004,30.031017,16.462725,71.90320600000001,87.529999,95.25,109.279999,38.369999,180.179993,131.059998,94.83000200000001,131.96000700000002,47.223083,31.856603999999997,1064.189941,1072.0,100.83000200000001,14.41,20.92,151.01315300000002,44.259731,159.270828,122.510002,28.204138,105.031952,185.85116599999998,153.158859,86.372467,86.44393199999999,93.150002,42.400002,57.069302,191.441025,48.112637,69.261177,75.650002,64.208893,65.529999,128.779999,87.860001,41.404216999999996,94.345421,28.821309999999997,37.740131,95.843292,77.683029,100.66291,113.62218500000002,115.029999,52.076843,81.11592900000001,19.48,67.624725,29.398558
2017-12-18,175.703629,151.720001,176.740005,88.089996,118.639999,246.65245099999999,107.480003,65.66999799999999,53.302963,10.98,147.58999599999999,89.449997,66.010002,264.390015,33.494602,43.560001,105.08000200000001,38.19511,30.559277,17.199139000000002,71.693718,87.769997,95.910004,107.339996,38.18,180.820007,131.869995,95.25,132.33999599999999,47.651657,32.124973,1077.140015,1085.089966,101.360001,14.9,21.290001,151.835068,45.948273,160.747314,124.43,28.402759999999997,110.590309,188.594238,152.879303,88.582809,85.976128,94.489998,43.709998999999996,57.527687,197.777084,47.524925,69.737679,75.32,64.823616,67.050003,129.440002,87.91999799999999,42.360001000000004,95.551781,28.493118,37.957253,95.614189,78.88108100000001,102.701622,113.35266100000001,116.099998,52.650314,83.103577,19.559998999999998,69.176575,30.043045000000003
2017-12-19,173.831268,152.220001,174.970001,87.949997,118.339996,244.28790299999997,105.389999,66.82,52.863762,10.95,147.630005,88.800003,64.900002,263.700012,33.405258,43.759997999999996,104.260002,38.016441,30.290163,16.860001,71.753571,87.860001,94.93,107.0,37.799999,179.509995,131.509995,95.0,132.16000400000001,47.312782,32.065334,1070.680054,1079.780029,102.720001,14.8,21.42,151.73603799999998,46.723019,159.50028999999998,123.449997,28.243862,110.988045,185.641693,151.441559,89.20010400000001,85.428703,93.279999,43.98,57.707057999999996,195.988205,47.634499,68.754898,74.5,63.95110699999999,66.790001,128.860001,88.370003,42.18,95.39226500000001,28.15498,37.552611999999996,95.534508,79.540001,103.527054,111.94510700000001,115.550003,52.235046000000004,83.71974200000001,19.59,69.435211,29.755507
2017-12-20,173.642044,151.75,174.25,88.650002,117.860001,246.58261099999999,105.029999,66.629997,53.193165,10.98,147.350006,88.639999,64.379997,265.640015,33.305981,43.209998999999996,103.389999,38.453185999999995,30.320065000000003,16.617758,72.531654,88.139999,95.379997,108.449997,37.93,177.889999,131.449997,95.08000200000001,131.58999599999999,46.983875,32.224369,1064.949951,1073.560059,101.720001,14.71,21.459999,151.45877099999998,47.239517,158.971542,123.660004,28.303448,111.81333899999998,188.354843,151.211929,89.82737,85.120148,92.099998,45.75,56.840106999999996,196.67778,47.714191,68.695328,74.0,64.050255,67.07,122.0,87.099998,41.529999,97.13700899999999,28.0058,38.046078,95.853256,79.989998,104.223206,111.92513999999998,116.010002,52.17572,82.25882,19.469998999999998,68.62944,29.735676
2017-12-21,174.299362,154.199997,174.559998,88.650002,117.400002,249.206573,104.43,65.839996,51.795708000000005,10.89,147.229996,88.449997,65.08000200000001,261.52999900000003,33.26627,42.48,103.620003,38.244735999999996,30.180525,16.927828,72.22242,88.139999,96.32,107.970001,37.810001,177.449997,132.360001,94.860001,130.630005,47.213112,32.105095,1063.630005,1070.849976,100.370003,14.72,21.25,150.022903,46.444904,158.243271,123.019997,28.482206,108.005035,185.172867,150.293365,89.07067099999999,85.100243,91.620003,44.419998,56.013011999999996,195.768341,47.096592,68.13942,74.019997,63.842041,67.480003,123.129997,86.480003,41.959998999999996,97.196823,28.324049,38.371765,95.16595500000001,78.559998,103.49722299999999,112.214638,114.190002,52.413016999999996,80.330803,19.26,68.012688,29.45805
2017-12-22,174.299362,153.889999,175.0,88.849998,116.879997,251.41149900000002,103.889999,65.449997,51.965401,10.54,146.66000400000001,88.139999,64.510002,262.350006,33.276199,42.259997999999996,102.629997,38.264590999999996,30.13069,16.704966,71.524132,87.879997,95.889999,106.019997,37.759997999999996,177.199997,132.369995,94.32,130.320007,47.203148,32.184612,1060.119995,1068.859985,100.360001,14.71,21.26,151.01315300000002,46.385311,158.12356599999998,123.589996,28.660967,108.70106499999999,186.22023000000002,150.612885,88.53302,85.110199,90.760002,44.119999,56.102699,195.148727,47.176285,67.77211,73.889999,64.179153,67.690002,122.91999799999999,85.82,42.169998,96.77808399999999,28.164925,38.430981,94.578262,78.800003,103.556892,112.494156,113.989998,52.590988,80.181732,19.08,67.565033,29.329153
2017-12-26,169.877396,152.990005,174.440002,88.629997,117.57,250.06458999999998,103.800003,65.41999799999999,50.957233,10.46,146.389999,87.790001,63.450001,258.100006,33.405258,41.970001,102.540001,38.19511,30.180525,16.821241,71.065262,87.93,95.900002,105.059998,37.939999,175.990005,131.259995,94.129997,131.399994,46.664936,32.184612,1056.73999,1065.849976,100.730003,14.74,21.23,151.339951,45.769489,158.552536,123.089996,28.660967,107.04052,183.846207,151.042191,88.244286,85.00071,90.66999799999999,42.25,55.664242,197.317383,47.246014,68.34788499999999,74.269997,63.752811,65.900002,120.610001,85.349998,42.139998999999996,94.913712,28.075418,38.549412,94.887054,79.110001,103.576782,112.793625,113.910004,52.620655000000006,79.505928,18.889999,67.24670400000001,29.160593
2017-12-27,169.907272,153.320007,175.360001,89.099998,117.260002,249.845108,104.58000200000001,65.190002,51.586090000000006,10.53,146.66000400000001,88.089996,63.34,259.119995,33.256347999999996,42.25,102.650002,38.274516999999996,30.389834999999998,16.540241,71.02535999999999,88.440002,94.730003,105.230003,37.610001000000004,177.619995,131.75,94.0,131.490005,47.023742999999996,32.154793,1049.369995,1060.199951,100.33000200000001,14.67,21.27,151.637024,45.799285999999995,158.353012,123.970001,28.680826,106.672615,184.903549,151.162003,88.015289,85.309265,90.800003,42.48,55.953228,197.04754599999998,47.196209,67.901169,74.589996,63.990765,67.260002,121.220001,85.709999,42.110001000000004,95.53184499999999,28.294211999999998,38.381634000000005,94.817329,79.300003,103.954689,113.82183799999999,114.379997,52.679974,80.459999,18.799999,67.555092,29.23
2017-12-28,170.385315,153.570007,175.550003,89.379997,117.309998,250.77298,105.07,65.43,51.626019,10.55,147.649994,88.599998,63.400002,260.420013,33.256347999999996,42.290001000000004,102.790001,38.304295,29.951280999999998,16.58869,71.214897,88.629997,94.970001,105.309998,37.919998,177.919998,132.080002,94.279999,131.990005,46.854305,32.105095,1048.140015,1055.949951,100.32,14.61,21.15,152.53813200000002,45.908546,158.20336899999998,123.889999,28.670896999999997,107.23938799999999,185.07312,151.53143300000002,88.224373,85.319214,90.57,41.810001,55.60445,197.27739,47.335663000000004,67.841599,74.16999799999999,63.832122999999996,67.360001,121.129997,85.650002,42.02,96.24968,28.324049,38.667843,94.867126,79.699997,104.243095,114.15126000000001,115.5,52.828289,80.639999,19.07,68.14200600000001,29.450001
2017-12-29,168.542831,153.08999599999999,175.240005,89.029999,117.190002,252.898071,104.83000200000001,65.040001,51.027107,10.28,147.58999599999999,87.800003,63.32,256.899994,33.037945,41.82,102.230003,38.016441,29.821709000000002,16.162346,70.845802,88.0,94.900002,105.059998,37.740002000000004,176.46000700000002,131.220001,94.089996,131.130005,46.465595,31.796967,1046.400024,1053.400024,100.239998,14.36,21.01,151.924194,45.848949,157.405273,123.150002,28.303448,104.475128,183.606827,151.12207,87.49754300000001,85.14005999999999,90.339996,41.119999,55.126132999999996,193.379822,47.096592,67.583504,73.620003,63.475184999999996,66.599998,120.099998,85.239998,41.84,94.664459,27.906346999999997,38.371765,94.66791500000001,79.089996,103.865189,113.82183799999999,114.440002,52.33392,79.529999,19.01,67.06765,29.15
2018-01-02,171.56051599999998,153.83999599999999,177.699997,90.279999,115.989998,254.74383500000002,107.120003,65.559998,52.94361899999999,10.98,148.550003,87.800003,64.309998,267.01001,33.335766,42.049999,104.410004,38.572296,30.34,16.86969,70.77597,88.690002,95.050003,109.449997,38.060001,181.419998,132.580002,93.699997,130.350006,46.953976000000004,32.423164,1065.0,1073.209961,99.559998,14.61,21.32,152.746094,46.534298,158.34303300000002,124.849998,28.502069,105.52912099999999,188.80371100000002,151.67120400000002,90.016541,85.54813399999999,90.550003,43.669998,55.37525600000001,199.226196,46.449116,66.819115,73.839996,64.645142,68.879997,121.040001,86.029999,42.93,98.133995,28.751694,38.036209,94.946815,78.480003,104.988968,114.31098899999999,109.470001,52.927158,81.379997,19.08,67.525246,29.370001000000002
2018-01-03,171.53063999999998,154.550003,181.03999299999998,91.400002,117.25,259.472961,109.379997,65.940002,53.881907999999996,11.55,151.419998,88.940002,65.309998,269.929993,33.464817,42.93,105.290001,38.879996999999996,30.469998999999998,16.549931,71.374504,89.650002,96.849998,109.75,39.220001,184.669998,134.03999299999998,94.25,131.41000400000001,47.32275,33.218334000000006,1082.47998,1091.52002,101.709999,14.7,21.370001000000002,156.944763,44.955013,158.781998,125.190002,28.611309000000002,106.76210800000001,192.01561,153.578217,91.370613,85.94626600000001,89.910004,44.98,56.869999,212.33804300000003,47.524925,67.782043,76.75,65.378853,68.389999,123.059998,87.059998,42.849998,99.629486,28.751694,37.157845,96.550514,78.779999,107.833229,115.449005,110.900002,51.83955,82.66999799999999,19.07,68.878136,29.33
2018-01-04,172.327393,156.380005,183.220001,91.300003,118.370003,263.443787,112.07,65.599998,54.191345,12.12,151.820007,88.629997,64.660004,270.019989,33.534309,43.580002,106.68,38.990002000000004,30.809998999999998,16.443344,72.50173199999999,90.699997,99.18,107.190002,38.57,184.330002,137.119995,94.949997,133.259995,47.45232,33.556282,1086.400024,1095.76001,103.650002,15.06,21.530001000000002,160.123459,44.130608,161.625214,127.300003,28.59145,106.951027,192.893402,155.565079,91.58966099999999,86.702721,90.660004,46.880001,57.810001,213.457336,47.993103000000005,68.417374,76.730003,65.468086,68.720001,123.980003,87.889999,42.639998999999996,100.466957,28.811365000000002,37.503269,96.998749,79.41999799999999,107.694,115.878258,111.470001,52.007633,82.16999799999999,19.450001,70.121605,29.690001000000002
2018-01-05,174.289398,157.669998,185.33999599999999,91.66999799999999,118.300003,264.152191,110.839996,65.83000200000001,54.500781999999994,11.88,152.449997,89.709999,66.370003,271.619995,33.78249,43.990002000000004,108.099998,39.529999,31.07,16.472414,73.120216,91.480003,100.629997,112.389999,39.689999,186.850006,136.179993,95.489998,134.580002,48.090199,33.437008,1102.22998,1110.290039,103.559998,15.05,21.75,160.905762,44.438519,163.720245,129.33999599999999,28.313378999999998,109.23800700000001,195.905792,158.78999299999998,91.85849,87.777672,91.879997,45.799999,58.849998,215.26622000000003,48.281979,68.208908,78.699997,65.90434300000001,68.029999,124.139999,88.93,42.939999,100.92558299999999,29.348409999999998,37.641438,99.21006,79.940002,108.51943200000001,118.65342700000001,113.0,51.888985,82.690002,20.6,73.76248199999999,29.91
2018-01-08,173.642044,158.929993,185.03999299999998,91.83000200000001,117.940002,262.695526,111.41999799999999,65.879997,55.81838199999999,12.28,153.71000700000002,90.66999799999999,66.629997,272.269989,33.623653000000004,44.919998,108.860001,39.939999,31.08,16.695276,73.19004100000001,90.970001,100.550003,113.220001,39.799999,188.279999,137.619995,95.730003,134.850006,49.505493,33.566227000000005,1106.939941,1114.209961,104.18,14.82,21.84,161.876205,44.438519,163.820007,130.309998,28.581518,109.53631599999999,197.38208,159.270004,92.216927,87.867249,92.82,45.549999,59.650002,221.86212200000003,48.790001000000004,67.782043,79.050003,65.706039,68.839996,125.209999,89.760002,46.0,100.945518,29.408081,37.75,99.419235,81.139999,109.03656799999999,119.13259099999999,114.309998,51.799999,81.440002,21.49,74.249916,30.26
2018-01-09,173.622116,159.46000700000002,186.699997,91.639999,118.760002,267.34481800000003,112.110001,67.489998,54.760311,11.82,155.139999,90.809998,66.190002,268.5,33.514454,45.07,109.150002,39.689999,30.77,16.026691,73.279816,91.190002,101.629997,112.18,39.529999,187.869995,137.83999599999999,96.040001,136.28999299999998,49.226421,33.446949,1106.26001,1112.790039,104.809998,14.85,21.809998999999998,162.232697,43.326065,164.850006,128.949997,28.43255,108.581741,197.07286100000002,159.5,92.107399,87.807526,92.120003,42.970001,59.669998,221.80215499999997,49.060001,67.32539399999999,79.190002,64.714546,69.0,124.150002,89.690002,46.389998999999996,100.377235,28.851146999999997,37.490002000000004,98.433113,80.690002,109.78244,118.902992,112.970001,51.610001000000004,80.620003,21.040001,74.448868,30.190001000000002
2018-01-10,173.582275,158.899994,187.110001,90.110001,117.650002,271.46536299999997,111.470001,66.33000200000001,53.203143999999995,11.96,152.110001,89.510002,66.83000200000001,262.829987,33.236492,44.84,108.800003,39.91,31.620001000000002,16.937517,73.788567,90.82,101.230003,112.25,37.700001,187.83999599999999,139.0,97.279999,137.009995,49.545364,33.128883,1102.609985,1110.140015,103.57,15.19,22.049999,162.57926899999998,42.213612,163.509995,128.16000400000001,28.204138,105.678276,191.177719,159.860001,90.55418399999999,87.40939300000001,92.379997,43.310001,60.650002,223.541077,48.799999,67.04744000000001,79.370003,64.704643,67.739998,124.510002,89.339996,47.07,98.30348199999999,28.503063,36.619999,98.13428499999999,81.489998,109.09623,118.773224,111.959999,51.689999,80.910004,21.23,73.712738,30.35
2018-01-11,174.568268,159.110001,188.919998,91.190002,117.18,272.991852,113.260002,65.209999,53.103329,12.14,152.21000700000002,90.790001,69.239998,263.5,33.574017,44.869999,109.099998,40.099998,32.110001000000004,16.927828,73.828468,89.809998,101.089996,112.0,37.810001,187.770004,139.770004,97.779999,137.830002,50.093540000000004,33.556282,1105.52002,1112.050049,104.0,15.45,22.41,162.599091,43.117481,163.0,129.610001,28.561655,105.638504,188.644104,160.919998,91.709137,87.668182,93.550003,42.82,61.810001,223.940826,48.950001,66.372398,79.75,64.873192,68.879997,126.160004,89.709999,49.009997999999996,99.619514,28.612461,36.48,98.871391,82.18,110.060898,119.631721,112.230003,52.110001000000004,82.25,21.18,73.95148499999999,31.860001
2018-01-12,176.370911,160.110001,195.050003,92.019997,118.470001,275.735535,115.910004,65.519997,53.352875,12.02,154.220001,91.83000200000001,70.360001,264.290009,33.842056,45.07,110.239998,40.869999,32.080002,16.821241,74.377121,90.040001,101.290001,113.129997,38.02,179.369995,141.809998,97.610001,137.220001,50.113476,34.450855,1122.26001,1130.650024,103.260002,15.81,22.92,161.549423,42.948627,164.509995,130.130005,28.690758000000002,106.68256399999999,188.035645,162.330002,93.03335600000001,89.181076,96.57,42.810001,62.77,222.84150699999998,49.509997999999996,67.166565,80.540001,64.823616,71.040001,125.949997,90.370003,51.259997999999996,100.90564,28.662186,36.900002,99.777824,82.0,112.099617,119.88128700000001,113.610001,51.860001000000004,83.120003,21.120001000000002,74.269814,32.77
